"Comparison","High Energy Mean","Low Energy Mean","Difference","t-Stat","df","p-value","95% CI"
"High Energy vs. Low Energy","-2.35%","4.96%","-7.31%",-1.9086,615.38,0.0568,"[-14.83%, 0.21%]"
